employee_name,user_id,O,C,E,A,N,pos_count,pos_mean,neg_count,neg_mean,neutral_count,neutral_mean
Camilla Camille Leach,CCL0068,13,16,23,19,23,6506,0.5669074738704531,14800,-0.5925202709023614,6158,-0.050746996534039114
Anne Jane Carey,AJC0840,14,24,19,33,37,1635,0.5288685102346111,1697,-0.5576900511400519,128,-0.03828125057043508
George Cade Chen,GCC0945,30,39,18,25,27,1343,0.4441548845746672,1718,-0.5851571666330481,399,-0.03383458697034004
Noah Andrew Beck,NAB0903,44,30,19,30,37,2754,0.5488380577818328,6384,-0.5588502582083258,896,-0.011607143030102764
Alice Orli Stout,AOS0987,16,32,40,30,27,8609,0.3378673558631748,17270,-0.5451360766183246,5261,-0.03721725963080163
Jana Amanda Dorsey,JAD0609,18,23,26,36,33,8050,0.40729192970702366,41709,-0.5683689368445951,6293,-0.03850309925481509
Alea Maggie Whitfield,AMW0392,47,47,22,44,26,14863,0.4486846537904793,20799,-0.45614212518045205,4838,-0.018210004405289852
Fay Ingrid Rodriquez,FIR0920,40,11,44,20,27,14922,0.48813832143910557,14640,-0.5537226821036368,3308,-0.0662333746266156
Rowan Neve Parks,RNP0211,39,15,25,40,30,13906,0.4082338555936854,29870,-0.4702075695393873,5702,-0.016590670187592048
Rose Hanae Yates,RHY0079,20,19,14,21,26,13630,0.42570800387839663,43037,-0.5365615660039,9073,-0.07575223302563298
Chiquita Linda Stokes,CLS0296,27,16,25,18,33,911,0.45521405704000517,2400,-0.6896249943040311,149,-0.002684563798392379
Julian Samson Allen,JSA0775,50,46,42,19,33,2523,0.4469282631712493,5700,-0.5054912334105425,1811,-0.04362230876708544
Rina Denise Mcgee,RDM0115,42,17,39,15,30,6391,0.3669691837425244,27556,-0.5285346270400297,5383,-0.07167007351827383
Joel Kennan Mccarty,JKM0303,46,10,44,15,35,927,0.3976267554677677,2260,-0.6702654810078377,263,-0.06273764352041505
Irene Jemima Meyers,IJM0139,45,17,15,30,35,653,0.40934150553041726,2495,-0.6288176312773882,312,-0.005448718029910173
September Vielka Livingston,SVL0940,15,42,26,15,34,11172,0.438882927619377,17451,-0.5630279078419574,4247,-0.025288439274872784
Lacota Dahlia Good,LDG0459,20,41,10,50,34,1224,0.32802288273799846,1931,-0.5086483775581615,305,-0.04852459088700717
Raymond Otto Bond,ROB0272,39,45,23,41,34,12386,0.36555790017833717,16621,-0.6143132167027879,3863,-0.005332643103019394
Lamar Nissim Strickland,LNS0989,34,38,45,30,31,4240,0.34259434356266316,24298,-0.529175243503945,4332,-0.04312096093802791
Charissa Nyssa Mcgee,CNM0800,32,11,40,38,24,6792,0.39537691759895555,17721,-0.5236555538757492,8357,-0.08008854971560933
Halla Germaine Nolan,HGN0287,45,30,18,18,27,8926,0.3908469678215147,20607,-0.5197068990468574,1517,-0.06987475384279702
Kay Maxine Skinner,KMS0657,17,31,21,17,29,2855,0.44252188940077447,5686,-0.5932114076863868,1493,-0.06610850734812097
Beverly Melissa Garner,BMG0917,43,36,41,23,34,14712,0.40357531747431813,14092,-0.6039171236805911,5796,-0.0361111116492086
Hollee Vanna Becker,HVB0037,17,42,41,44,26,11447,0.4725954464756423,36096,-0.5022467891413204,10086,-0.010688082649845844
Phelan Nissim Howell,PNH0761,36,49,27,32,30,2779,0.4892047577359643,5229,-0.5197743395502651,1334,-0.05689655257196262
Jackson Linus Wilkerson,JLW0053,42,41,18,38,31,15406,0.4753407872395981,28217,-0.4859942651662743,5855,-0.009154568881076386
Justine Nola Adkins,JNA0559,10,10,41,10,31,9212,0.35654581848837685,18228,-0.558865481355269,5430,-0.015395948664039977
Orla Yolanda Middleton,OYM0026,23,26,18,36,28,11583,0.3804627547541822,17466,-0.5382342879912854,3821,-0.014210939756381328
Naida Imelda Hughes,NIH0969,43,25,43,22,22,970,0.43319588371158874,1983,-0.6043368665124813,507,-0.03885601635809246
Rogan Chandler Coffey,RCC0617,33,50,13,12,27,8480,0.4828066117367444,39660,-0.5314447813671583,7912,-0.0459555113015751
Grady Jordan Duran,GJD0298,43,39,12,40,27,834,0.5507194302279315,2180,-0.6069266048456551,446,-0.03654708574638773
Marcia Lillian Lynn,MLL0598,44,17,23,49,29,977,0.5301944852607399,2171,-0.5936434842004363,302,-0.02682119245264704
Daria Samantha Mcbride,DSM0591,20,35,18,43,35,1536,0.5320312596207563,1684,-0.5935273170825138,240,-0.03666666721304258
Bernard Tobias Landry,BTL0226,36,44,37,38,31,4908,0.4109616975930763,11731,-0.5945955250241061,3599,-0.02114476274909096
Selma Barbara Nicholson,SBN0971,41,40,17,47,30,1784,0.46804933602433035,2172,-0.6148710920034631,534,-0.0018726592039347589
Camilla Claire Whitehead,CCW0524,40,25,20,21,25,2488,0.44863344441464476,6238,-0.5079512767548666,1279,-0.013995309043573718
Ira Wyatt Moss,IWM0816,35,42,50,44,28,9795,0.3444308387565333,20525,-0.5933447060675046,2550,-0.06654902059950081
John Omar Lancaster,JOL0024,50,40,24,21,29,7081,0.3320717496915551,26839,-0.5278661742869173,5410,-0.010203327323945304
Ella Nita Lewis,ENL0100,39,18,42,35,21,9190,0.3821218818872032,19314,-0.5217303535621816,4366,-0.020270270572320837
Talon Ian Ware,TIW0299,34,19,19,12,31,527,0.37874763345865414,2698,-0.6005930299556547,235,0.0
Zachery Samson Kerr,ZSK0258,38,35,21,37,25,7006,0.5303739649808614,22712,-0.5537205048478869,3152,-0.060881980602643666
Chaim Grant Fernandez,CGF0337,32,30,43,15,31,2970,0.34764310361108797,5004,-0.5196442903130413,2060,-0.025873786793316454
Erich Harding Bryant,EHB0420,45,42,38,17,20,10130,0.4570088938827399,20750,-0.5455662693144328,8000,-0.050237500748597085
Rhona Germane Nelson,RGN0408,11,21,22,22,32,12572,0.35463729954845885,16967,-0.5484941359559964,3331,-0.018192735185532983
Frances Hermione Owens,FHO0630,28,44,23,12,26,11397,0.4886900087106099,35157,-0.5048383001371514,9498,-0.05847546939104074
Jescie Kristen Jenkins,JKJ0698,16,38,16,22,28,1474,0.4389416618345955,2578,-0.6129169906522064,368,-0.02989130479324123
Shana Callie Ferguson,SCF0608,35,18,42,42,36,8014,0.5854629485467916,36259,-0.49653327715786805,11779,-0.039740216230175186
Blythe Veda Cooke,BVC0790,24,18,18,36,38,12847,0.3565657449931294,24409,-0.5417428092807538,3879,-0.058313999322155884
Noel Reagan Foster,NRF0137,10,49,38,17,32,1014,0.5518737798538316,1808,-0.6529867224955717,628,-0.019745223224163055
Hashim Damon Dudley,HDD0789,44,39,30,10,29,17475,0.42220315961921334,24257,-0.4810157945673636,7746,-0.0235347279520374
Irma Eugenia Booker,IEB0153,44,25,39,24,36,4682,0.44803503300518827,9303,-0.5084381446099776,3871,-0.057633687244755635
Idola Carly Haley,ICH0294,32,27,20,40,26,998,0.33857716215337685,2283,-0.6618484427048562,179,-0.03743016815551833
Zena Sigourney Langley,ZSL0305,21,26,18,41,32,1028,0.48472763388508255,2139,-0.5784011216030437,283,-0.025088339596460226
Ann Jolie Potts,AJP0723,24,29,17,12,29,1056,0.31013258160656376,1905,-0.5571653613346456,499,-0.045891784250975134
Galena Deborah Francis,GDF0704,25,13,21,29,36,1185,0.41654008943194576,1961,-0.5610402937007765,314,-0.03407643362879753
Thor Jameson Diaz,TJD0996,34,22,42,16,32,10299,0.25970482791942445,19903,-0.6303220594782197,2668,-0.06866566818961496
Ocean Maite Summers,OMS0101,20,12,21,22,29,10604,0.338212003443785,15893,-0.559648905366421,6373,-0.030299702318753213
Bevis Christopher Mcknight,BCM0653,45,34,41,18,31,1686,0.3926453207700137,7300,-0.553260279324365,1048,-0.04580152740005319
Brett Damian Beck,BDB0453,41,42,27,41,26,1208,0.46746689498745253,2106,-0.6102564132720204,146,-0.036301370403946265
Nash Conan Knight,NCK0421,40,41,18,43,24,8391,0.34444047912054926,20642,-0.566040114337836,3837,-0.01725306254533669
Lunea Priscilla Hardy,LPH0572,40,13,17,38,36,107,0.5373831909393596,213,-0.5877934280135821,50,-0.030000000447034835
Meredith Florence Valdez,MFV0897,18,13,23,25,33,3248,0.4734298096226501,5431,-0.5590867370838971,1326,-0.04947209726811175
Myles August Heath,MAH0149,41,39,38,27,40,8350,0.5226826388643173,23705,-0.49830837816383433,7389,-0.051373664319458764
Ella Cassandra Rivera,ECR0822,16,19,17,23,29,882,0.45589570815161784,2082,-0.5756003878989205,496,-0.052016129807358785
Preston Odysseus Bryan,POB0343,46,19,44,27,34,3235,0.35539413136897907,5034,-0.5207389829074243,1765,-0.02742209672590153
Iris Rhea Terrell,IRT0491,17,30,27,41,32,11996,0.38080193422903674,37860,-0.500692024178374,6196,-0.007472563055184597
Halla Kendall Irwin,HKI0171,31,17,30,45,27,8242,0.5758553781663943,37169,-0.5341521152875855,10641,-0.06093412364081505
Deanna Imelda Blanchard,DIB0285,13,45,17,50,29,3561,0.41642797272783155,11503,-0.5229766193712876,2532,-0.024605055658902978
Imani Aubrey Ray,IAR0694,12,17,44,40,34,9266,0.41966329656015483,23026,-0.5343264153798801,6088,-0.04589356178767813
Cora Maisie Mclean,CMM0487,39,22,42,40,30,13036,0.41354710274313394,30436,-0.49061966751773,12418,-0.02999677931636999
Leslie Cassandra Colon,LCC0819,32,14,11,15,27,5860,0.430614341548787,8212,-0.6558451111860758,956,-0.07918410159834509
Armand Gabriel Brewer,AGB0643,32,39,20,44,27,3573,0.5095158199319111,5874,-0.5642151949197247,587,-0.03645655931666925
Portia Illana David,PID0426,43,19,39,44,23,16969,0.46052214025623905,10230,-0.6118084053926803,5671,-0.037330277403381386
Hadley Leandra May,HLM0933,36,24,23,43,30,11880,0.349469708318913,16855,-0.5108276531051649,4135,-0.017025393240397035
Keaton Ronan Leonard,KRL0062,37,16,17,20,33,12530,0.36162810237440507,22910,-0.5576254965078097,4004,-0.05546953129609088
Meghan Phoebe Macias,MPM0220,35,20,42,22,20,5718,0.302273527108297,15900,-0.529710697322709,2933,-0.04773269760864731
Jonah Dakota Bird,JDB0169,20,14,23,48,33,13747,0.5136393444670749,36129,-0.5345982501106504,6176,-0.03822862751265611
Amal Alexander Shelton,AAS0442,36,43,22,22,31,733,0.44733971337016576,513,-0.5656920132058406,204,-0.01323529431486831
Zorita Jaime Spears,ZJS0269,30,34,16,35,27,9329,0.33537357648730165,18691,-0.4992830809587448,4850,-0.0004742268111902414
Cleo Jeanette Morales,CJM0521,13,18,37,18,24,3921,0.4983677681335014,6812,-0.5490604907654869,2694,-0.04469190860953964
Morgan Deborah Hoover,MDH0580,41,37,18,40,31,838,0.5498806797412529,1766,-0.5715741813182831,485,-0.03670103147472303
Jackson Rafael Sutton,JRS0362,50,50,14,37,24,7621,0.4588111814352459,27360,-0.5673976610289418,4463,-0.06594219233372434
Wynne Xyla Hartman,WXH0872,17,20,19,21,25,9380,0.5461833745995754,38754,-0.5707668867378423,7918,-0.055847437053459646
Montana Hannah Arnold,MHA0798,11,27,17,22,40,4763,0.3351879159167312,21002,-0.5610418073473267,7105,-0.06105559556145302
Jane Zia Day,JZD0888,20,20,30,14,30,2931,0.5503582489374594,6448,-0.6037996382274603,655,-0.03633587840404219
Hedwig Dai Duffy,HDD0806,47,28,36,19,38,16189,0.5044351081414539,22340,-0.5439167496480628,6311,-0.030945967819711106
Bruce Sawyer Barrera,BSB0990,34,44,13,43,37,14024,0.45115517025480883,16491,-0.5663149625317756,2355,-0.03205944846073786
Amy Lucy Chen,ALC0788,34,18,15,36,35,3089,0.48964067153673646,5487,-0.5579004945983342,1458,-0.06604938370026188
Jonas Connor Riddle,JCR0921,47,46,31,40,34,10666,0.4471216976409298,19167,-0.552204314268095,3037,-0.05880803512062805
Rogan Reuben Alexander,RRA0938,35,36,21,38,29,13314,0.3933979331768811,14003,-0.4282582377573171,5553,-0.011471276958257512
Seth Harlan Walls,SHW0578,39,42,14,49,31,1424,0.49733147209279993,1903,-0.6134524483447067,133,-0.0030075188418080038
Gil Calvin Lindsay,GCL0016,45,32,20,24,34,14234,0.40684278224653386,22170,-0.4997925186431456,7828,-0.026762902800433478
Garrett Omar Kelly,GOK0238,33,43,27,40,33,4896,0.4521241874686667,15144,-0.572173801051503,2855,-0.03057793390573428
Buckminster Connor Bush,BCB0679,46,36,39,31,31,8487,0.3357252322784354,14864,-0.5666577028615883,3344,-0.03295454594560645
Ivor Herrod Kaufman,IHK0841,35,23,41,28,29,1164,0.41658076663146315,1936,-0.581250005917362,360,-0.04111111172371441
Sawyer Arden Puckett,SAP0867,13,25,43,19,30,4489,0.38734685655830164,15777,-0.5048741883431626,3386,-0.042262256979431825
Alma Leila Duncan,ALD0529,35,21,19,21,27,3184,0.4782663364847888,6115,-0.5832215946371792,677,-0.012703102109527306
Kenyon Raja Galloway,KRG0158,34,38,42,14,27,11304,0.2720010673471707,23106,-0.5807842187667929,5034,-0.03486293258147671
Teegan Jillian Burris,TJB0302,42,47,24,40,29,722,0.32659280389918843,2622,-0.7003051036987298,116,-0.03620689709124894
Ivan Levi Craig,ILC0838,40,36,42,16,33,1139,0.4517120406345593,2065,-0.5350121153035984,256,-0.02812500041909516
Renee Ivana Hayden,RIH0777,26,44,19,16,27,2889,0.503634479829146,6189,-0.5242042385365547,956,-0.020397489843695233
Hermione Casey Witt,HCW0419,40,21,35,34,35,10280,0.33528211180497586,19399,-0.5492396540757375,3191,-0.009307427277519426
Demetrius Alvin Levy,DAL0673,39,35,46,41,36,6918,0.4687337384961199,23782,-0.5618408958124268,3800,-0.05460526397157656
Roth Mannix Simon,RMS0266,33,40,25,23,37,6994,0.3310123045058175,21332,-0.5776814201791883,4449,-0.026208137050455247
Kibo Dolan Turner,KDT0346,36,41,10,22,33,2376,0.29814815119862154,5460,-0.5041758313229232,2198,-0.009235668927431107
Kay Alexa Logan,KAL0395,13,24,22,28,29,9175,0.3805013646457436,21949,-0.4941455202028743,1651,-0.013082980207065465
Abdul Ralph Deleon,ARD0509,50,40,35,32,32,2245,0.45755011629819337,7724,-0.5704945712444357,411,-0.013625304339285894
Blair Todd Long,BTL0722,39,41,36,17,49,1539,0.4913580316258685,1354,-0.573412119670932,567,-0.025925926312252327
Whilemina Pandora England,WPE0538,21,16,23,22,35,3042,0.40223538152075067,4885,-0.5160696034696232,2078,-0.04744947135190303
Candice Lunea Fischer,CLF0852,36,45,28,18,26,9957,0.38994677668850597,33129,-0.5433728786138099,12966,-0.058105816074852296
Honorato Joseph Adkins,HJA0018,39,43,47,37,32,12997,0.4239209160550361,19425,-0.5091428638854696,7022,-0.0036599260015607866
Mariko Ivana Mckee,MIM0712,16,15,39,23,22,1232,0.34082792766464803,2090,-0.6311961765280751,138,-0.055797102280716965
Casey Edward Joyce,CEJ0109,21,46,17,17,32,9720,0.35765432529074787,14821,-0.4859253803906384,5789,-0.08229400709948405
Jeanette Cally Whitfield,JCW0858,14,35,22,41,39,11399,0.577033078020022,37004,-0.49977029921027305,7649,-0.0740358227792558
Daria Felicia Rowland,DFR0218,45,14,22,37,27,11198,0.419869625498129,24529,-0.5544906078589386,3627,-0.037717122150118236
Byron Armand Livingston,BAL0044,14,41,26,44,30,11976,0.3755177053950762,26754,-0.5506802788801441,2649,-0.032880332690785635
Ashely Sarah Shields,ASS0206,12,18,20,28,30,16505,0.43863678092181557,28726,-0.5525342955125048,4104,-0.020711501283284285
Isaiah Upton Buchanan,IUB0565,44,39,35,22,30,7987,0.39151121136787553,10475,-0.5708066864628212,3892,-0.01816546789658584
Alec Scott Goff,ASG0048,41,36,19,24,37,12715,0.3635705900459462,24014,-0.5618972311807362,2715,-0.06869245037903005
Tyler Eden Talley,TET0621,30,37,44,32,27,9343,0.3379428508674245,37664,-0.4802702910819913,9045,-0.026080707961877714
Alexander Rafael Arnold,ARA0252,39,39,27,21,35,9825,0.5485597968404833,18194,-0.5754754333472768,4851,-0.049453721619210175
Axel Malik Rosa,AMR0318,45,50,17,25,21,8213,0.4998417238809298,39181,-0.49998979189032566,8658,-0.05786555872782187
William Trevor Fuentes,WTF0387,40,23,40,25,24,8166,0.37716140869586107,18725,-0.5801441959203165,5884,-0.047926581271605616
Akeem Jerry Lopez,AJL0462,16,24,44,31,28,991,0.3812310867665634,1758,-0.5075085449188236,365,-0.020547945511667696
Skyler Deborah Frazier,SDF0017,11,40,39,18,30,13753,0.4144186841933838,19485,-0.503130619046258,6206,-0.010054785841094498
Raven Deirdre Morrison,RDM0150,39,15,37,26,30,4389,0.44723172215746976,10265,-0.5473745774639216,1906,-0.06332633882401373
Hiroko Kiona Faulkner,HKF0831,23,42,49,21,24,1165,0.4639485104657038,1790,-0.5663128548244524,505,-0.00198019804930923
Dustin Gage Franco,DGF0443,39,44,18,28,33,18874,0.42922010185856035,11034,-0.5504078316501091,2962,-0.04145847462183072
Cora Aurora Buckner,CAB0614,17,38,22,12,34,14186,0.510129708274159,31940,-0.5567438944185161,9926,-0.022647592519623318
Devin Brett Guzman,DBG0261,45,47,17,36,28,6234,0.4065928769142229,23462,-0.5610945401547327,3174,-0.06940768849487265
Zeph Dakota Wilkerson,ZDW0859,39,45,26,41,32,13974,0.4417775911218374,33010,-0.5026567757066471,5954,-0.05404769983123844
Ulric Colt Holt,UCH0519,33,40,20,47,28,2869,0.45270129735200154,4838,-0.5562215935086209,384,-0.010416666821887096
Caesar Allen Cash,CAC0889,46,49,32,41,27,347,0.3916426527311204,1297,-0.5820354745768545,96,-0.058333334202567734
Ezra Hilel Dyer,EHD0584,38,40,42,43,22,634,0.48533124309797016,1116,-0.5827060956975252,143,-0.0335664340666124
Oscar Laith Berger,OLB0749,43,35,20,39,36,5079,0.21864540429008736,9124,-0.5682485736857533,1673,-0.013150030082382275
Brock William Hunter,BWH0813,36,36,33,20,30,10263,0.46902465689711365,20552,-0.6343470255645994,2055,-0.03844282295727092
Dorothy Marny Goff,DMG0358,19,39,14,25,29,9834,0.38146228005115956,24143,-0.5581245158415902,5447,-0.07020378294441051
Magee Ashton Evans,MAE0331,36,39,18,12,28,3138,0.2926704937923365,4997,-0.47824695543250917,1899,-0.017430226694696384
Ainsley MacKensie Doyle,AMD0077,23,19,12,25,25,14346,0.42584693030345544,42298,-0.5339637832124524,9096,-0.08149736269197788
Xanthus Louis Buck,XLB0710,46,38,39,36,20,1198,0.46435727636782276,2051,-0.6081911329087369,211,-0.002843601938107567
Deirdre Amaya Garcia,DAG0558,20,16,37,25,26,10090,0.4019623503834748,17287,-0.5380227941643229,5493,-0.04063353419369
Whilemina Liberty Velez,WLV0566,10,19,38,24,39,10172,0.4318029985140908,16806,-0.5240271355427902,5892,-0.03038017696322265
Eugenia Hannah Blanchard,EHB0824,46,39,22,44,31,483,0.6726708193126426,823,-0.5820170136876993,288,-0.0024305555917736557
Fuller Baker Warner,FBW0747,43,45,35,25,28,21357,0.3317881758929767,28354,-0.5660718050745619,9581,-0.023442229761695105
Stuart Nicolas Cervantes,SNC0187,40,41,42,30,27,2941,0.46766406502885016,4038,-0.5374442867569371,1721,-0.028646136394321467
Ira Brendan Ball,IBB0359,48,33,21,43,38,7330,0.3867257897191939,26474,-0.5204918066597898,5640,-0.060230497351405045
Ramona Alma Moses,RAM0447,35,12,23,45,39,1981,0.44977284918253857,1945,-0.6091002670459086,564,-0.05141844048250652
Alden Jesse Day,AJD0074,19,37,45,22,34,7572,0.3948362455681179,31565,-0.5200095112739568,4981,-0.04774141809746961
Megan Simone Hess,MSH0040,41,11,44,27,31,5847,0.35279630883898677,19503,-0.5262933956631171,3620,-0.0022651934039197574
Quyn Jolie Rosario,QJR0688,19,18,22,26,35,10051,0.36052134934319463,20227,-0.5829337029513199,3922,-0.007955125054797611
Hilel Tobias Flynn,HTF0641,38,24,18,22,28,1535,0.43407166728367635,8074,-0.5735199475494357,425,-0.03670588289990145
Rosalyn Daphne Tillman,RDT0424,38,44,19,34,28,10624,0.3567677062139454,17236,-0.5181480669493215,5010,-0.021117764785737098
Xenos Rudyard Small,XRS0633,34,39,39,40,23,3186,0.4862837519868507,6288,-0.5758905920339866,560,-0.062321429500090224
Risa Lana Guthrie,RLG0856,18,36,42,18,26,13931,0.4444404613839289,37698,-0.5078173970750355,7021,-0.043740208599365706
Meredith Lunea Delaney,MLD0755,24,18,19,43,37,18345,0.24804034059997734,29544,-0.5506701909970001,8163,-0.0407570752122524
Mariko Olga Snyder,MOS0047,49,39,24,34,23,5641,0.326998761867118,13262,-0.5909817575669059,1215,-0.04781893075370985
Emerson Tyrone Rojas,ETR0177,18,15,41,26,39,13519,0.36330351179968684,21769,-0.5301759442656505,4042,-0.01625432978204015
Ruth Yael Burris,RYB0718,19,18,42,13,21,1223,0.43589534635487287,1836,-0.6149782158661642,401,-0.014962593739169494
August Armando Evans,AAE0190,36,30,14,50,29,11504,0.32627782015251683,33258,-0.5420921318740651,4716,-0.049533503706724186
Nicolas Alvin Fitzpatrick,NAF0033,34,40,19,35,29,13010,0.43331283929139996,30476,-0.49663013965184805,5706,-0.02772520195537394
Deborah Victoria Mcclure,DVM0265,47,40,10,24,31,9431,0.18035203445350842,22092,-0.5207450681140235,3077,-0.025869353651651748
Jolene Frances Carey,JFC0757,31,21,38,36,38,3977,0.5444304789108549,4717,-0.49637482175514663,1340,-0.05843283669161263
Azalia Orli Beach,AOB0019,11,17,13,24,28,15807,0.4358828473967454,15158,-0.4519329791428279,8479,-0.002346974914085754
Anika Isabella Pennington,AIP0394,17,16,38,14,26,9285,0.4248572997006602,20244,-0.4899130602203629,3246,-0.03955637766891839
Jin Jonathan Buckley,JJB0127,26,21,38,30,32,14884,0.29365090185811893,15836,-0.6375094703035197,2150,-0.04758139605785525
Mallory Carol Spence,MCS0035,42,17,38,15,33,10331,0.44630723472426076,27634,-0.5308026386824066,11513,-0.020646226313037957
Alec Boris Chase,ABC0253,21,15,41,30,28,6018,0.4162512463045481,22514,-0.5608510311212772,4148,-0.05429122549559824
Tasha Quail Sanchez,TQS0212,14,42,45,20,27,13367,0.45493379479458507,29277,-0.490873385199262,6834,-0.0006145741970419779
Roanna Sacha Monroe,RSM0277,37,38,20,50,22,9736,0.48052588688483616,17524,-0.525981515418943,5515,-0.011514052755434948
Jeanette Eliana Rivera,JER0404,38,46,18,16,30,10481,0.458295965585536,18849,-0.45222027977301316,3540,-0.0391525429562997
Chastity Ima Gibson,CIG0052,17,45,17,16,24,13848,0.44078568235074145,20820,-0.5482036587920873,4776,-0.03745812451126837
Igor Ishmael Ward,IIW0249,39,36,43,38,28,7662,0.3734273101431416,22184,-0.543364588478214,7299,-0.06943417009890512
Hector Vance Foster,HVF0067,44,35,22,43,41,5793,0.5338166793205465,20675,-0.552019347993898,4672,-0.04794520619389129
Hayes William Wheeler,HWW0436,45,37,23,27,33,14451,0.46573248765442365,13800,-0.5819275377744781,2799,-0.026652376245668675
Plato Ethan Valdez,PEV0323,47,34,40,22,29,11719,0.5366925580902447,35815,-0.5007231660138357,8518,-0.03258981030013646
Pearl Georgia Owen,PGO0433,44,40,19,46,35,15415,0.3982354963339075,11799,-0.5440715335657439,5656,-0.030215700591691735
Mallory Virginia Bender,MVB0515,38,14,33,31,28,3919,0.5129880158781519,4575,-0.6125683169254188,848,-0.05459905741736293
Timon Jacob Gay,TJG0582,42,50,18,15,29,1086,0.33674034089343985,1934,-0.5860910053290773,430,-0.035116279593040776
Sasha Rina Huffman,SRH0155,34,14,37,45,28,13153,0.500478979413395,21381,-0.43102287577445925,6506,-0.03441438723276514
Ian Jonas Morrow,IJM0444,36,35,39,35,26,15028,0.4711937838885214,11184,-0.5336462812263716,6658,-0.011655151870881663
Colt Ishmael Mccall,CIM0271,24,27,10,20,38,12089,0.32522955752304583,14510,-0.45092350876203985,6271,-0.016807526960705213
Cameron Shay Lester,CSL0949,36,20,18,25,28,1001,0.437162843513322,1674,-0.5847072915364337,785,-0.053503185510635376
Anthony Aidan Nixon,AAN0823,24,16,45,24,28,1543,0.4101101839389804,1646,-0.5654921108904325,261,-0.08275862192285471
Jonathan Gary Terry,JGT0221,45,30,16,40,18,2989,0.27678153832876473,10181,-0.5517729150003094,2268,-0.026234568292160095
Adam Kendall Harrell,AKH0758,24,38,40,37,27,2875,0.5707130459754364,5966,-0.5325176081464988,1164,-0.035395189530865845
Harrison Samuel Gonzales,HSG0818,18,19,48,36,31,9829,0.40594160926707074,18392,-0.6073347170152201,4649,-0.06476661744175943
Mercedes Ina Landry,MIL0255,38,16,39,21,27,6264,0.41087164890168576,20019,-0.5433238459269694,6587,-0.06476392991602177
Jared Geoffrey Morin,JGM0934,30,22,41,22,31,7838,0.4066726315455736,20341,-0.5843272244213523,4691,-0.05369857253327702
Kermit Coby Oliver,KCO0122,30,32,26,38,33,11392,0.25502984989578364,17004,-0.6027934633167358,4474,-0.06890925449128922
Scott Gary Burks,SGB0140,50,45,40,16,24,1097,0.4768459519597217,2076,-0.637668592255986,287,-0.014982578620470359
Nichole Azalia Frye,NAF0326,33,15,25,20,30,10519,0.6432170403113904,58081,-0.5418863339723465,5434,-0.0893632696422532
Igor Ulric Yang,IUY0279,38,38,17,21,29,8192,0.44990234750366653,19422,-0.508649987323303,3526,-0.026800907943323803
Eve Isadora Mckenzie,EIM0156,19,31,43,45,33,6461,0.48715369070444364,22102,-0.521102169167401,4307,-0.03243557048564946
Alan Benjamin Holder,ABH0663,47,49,41,11,34,2253,0.4760319688619903,6130,-0.5911582379731035,1651,-0.033192005340147566
Eagan Zephania Talley,EZT0640,12,15,27,39,27,2267,0.37445964209692667,6597,-0.5462028285454887,1170,-0.021367521685922247
Beatrice Alexis Kidd,BAK0964,25,16,22,18,28,1447,0.36012440329802475,1926,-0.6600726917308687,87,-0.03908046035245917
Jack Carlos Cannon,JCC0225,47,45,40,15,18,8503,0.34102081890707225,26662,-0.5824919405747011,4243,-0.004030167394487357
Erich Malik Wolf,EMW0105,35,40,17,41,34,8215,0.339500917671152,26453,-0.5578346537936681,4548,-0.02891380869821959
Kasper Lance Huffman,KLH0596,30,10,35,12,29,1120,0.5625892989603537,1435,-0.560557499860222,356,-0.034831461193186516
Shea Jane Franks,SJF0094,35,19,16,44,30,10158,0.35745225858429586,20419,-0.5425143269409226,2293,-0.0321849110770631
Charity Stacey Jennings,CSJ0340,45,24,19,38,25,3628,0.45281147345686956,5060,-0.5348419056638427,1346,-0.019465082013677876
Rae Melissa Wilson,RMW0542,17,21,20,13,41,2713,0.3967195045967802,9929,-0.5649209411416917,2776,-0.07038905004023303
Jorden Helen Pierce,JHP0583,37,25,40,42,37,1777,0.39611706196356167,1926,-0.5680166221729568,317,-0.005362776105148183
Hollee Shannon Dudley,HSD0457,38,19,20,42,27,1330,0.4869173019060067,1686,-0.6225385578130488,444,-0.04324324388761778
Yasir Wade Wilcox,YWW0660,39,35,37,10,36,2311,0.4664647395717329,4420,-0.5438687877721107,838,-0.022553699620085854
Prescott Giacomo Conley,PGC0066,32,39,28,43,26,12276,0.4746008551439514,23697,-0.5217327168268328,3471,-0.06822241530642321
Medge Serina Obrien,MSO0222,32,12,39,46,28,9877,0.31832540781663665,14283,-0.5688650901902417,2926,-0.06725905773497899
Wang Dean Vasquez,WDV0573,48,36,13,31,33,1315,0.5929277703109349,1457,-0.5691146269164514,342,-0.01403508792843735
Quail Rana Mclean,QRM0739,33,11,26,29,30,17171,0.2999767061689794,29817,-0.5884663079472564,9064,-0.008506178414483619
Alfreda Sierra Savage,ASS0517,36,35,47,44,32,1836,0.3746187382769286,7153,-0.5711589646655231,1045,-0.025550239615177994
Leonard Uriel Ramos,LUR0896,15,11,47,43,28,2271,0.35847644436692727,4635,-0.5515857728007285,1140,-0.04596491296563232
Eve Shaeleigh Holman,ESH0283,44,30,35,18,31,5745,0.5176501315712825,22214,-0.5457909446774147,4911,-0.040073305423039815
