,employee_name,user_id,O,C,E,A,N
921,Leonard Malachi Floyd,LMF0980,0,0,0,0,0
922,Barry Martin Mason,BMM0112,0,0,0,0,0
923,Leila Tallulah Steele,LTS0860,1,0,0,0,0
924,Armand Odysseus Key,AOK0844,0,0,0,0,0
925,Eaton Samuel Jennings,ESJ0670,0,0,0,0,0
926,Aladdin Abraham Foley,AAF0791,0,0,0,1,0
927,Kirby Ruby Lyons,KRL0501,0,0,0,0,0
928,Serina Amena Chavez,SAC0592,0,0,0,0,0
929,Uriel Charles Solomon,UCS0227,0,0,0,0,0
930,Jared Cameron Rosa,JCR0770,0,1,0,0,0
931,Ivy Charissa Solis,ICS0956,0,0,0,0,0
932,Macy Karleigh Winters,MKW0441,0,0,0,0,0
933,Tana Sonya Moody,TSM0927,0,0,0,0,0
934,Octavius Judah Kirby,OJK0233,0,0,0,0,0
935,Stephanie Mary Whitehead,SMW0084,0,0,0,1,0
936,Barclay Eaton Hensley,BEH0615,0,0,1,0,0
937,Ariana Doris Frazier,ADF0397,0,0,0,0,0
938,Nicolas James Cantu,NJC0705,0,0,0,0,0
939,Bertha Yetta Parrish,BYP0070,0,0,0,0,0
940,Jane Maite Dotson,JMD0520,0,0,0,0,0
941,Lucas Ahmed Ferrell,LAF0991,0,0,0,0,0
942,Kay Brynne Spears,KBS0874,0,0,0,0,0
943,Genevieve Hyacinth Head,GHH0288,0,0,0,0,0
944,Timothy Arthur Carroll,TAC0300,0,0,0,0,0
945,Jaquelyn Angelica Jimenez,JAJ0849,0,0,0,0,0
946,Nevada Odette Bass,NOB0181,0,0,0,0,0
947,Daquan Tucker Pugh,DTP0379,0,0,0,0,0
948,Colorado Joel Merrill,CJM0138,0,0,0,0,0
949,Fallon Harriet Shelton,FHS0837,0,0,0,0,0
950,Chelsea Aspen Allen,CAA0612,0,0,0,0,0
951,Echo Leandra Torres,ELT0769,0,0,0,0,0
952,Katell Jasmine Wiggins,KJW0416,1,1,0,0,0
953,Cairo Theodore Robles,CTR0341,0,0,0,0,0
954,Dolan Igor Cortez,DIC0988,0,0,0,0,0
955,Jane Justina Hunt,JJH0292,0,0,0,0,0
956,Mira Jamalia Snow,MJS0890,0,0,0,0,0
957,Tarik Odysseus Rivera,TOR0193,0,0,0,0,0
958,Sophia Cora Battle,SCB0534,0,0,0,0,0
959,Maxwell Dante Hutchinson,MDH0686,0,0,0,0,0
960,Jonathan Orlando Marsh,JOM0750,0,1,0,0,0
961,Burke Randall Burnett,BRB0355,0,0,0,0,0
962,Macon Joseph Morrison,MJM0510,0,0,0,0,0
963,Kibo Josiah Murray,KJM0887,0,1,0,0,0
964,Courtney Brynn Garrett,CBG0398,0,0,0,0,0
965,Raya Regan Church,RRC0553,0,0,0,0,0
966,Tara Dai Stevenson,TDS0984,0,0,0,0,0
967,Libby Rosalyn Richard,LRR0148,0,0,0,0,0
968,Amelia Rhoda Burgess,ARB0834,0,0,0,1,0
969,Kareem Porter Collins,KPC0073,0,0,0,0,0
970,Charde Lareina Barrett,CLB0774,1,0,0,0,0
971,Valentine Elton Britt,VEB0935,1,0,0,0,0
972,Macey Christen Turner,MCT0720,0,0,0,0,0
973,Jameson Damian Franco,JDF0593,0,0,0,0,0
974,Callum Jasper Gilmore,CJG0470,0,0,0,0,0
975,Riley Ginger Guy,RGG0064,0,0,0,0,0
976,Bethany Xerxes Johnson,BXJ0010,1,0,0,0,0
977,William Beau Callahan,WBC0315,0,0,0,0,0
978,Claudia Galena Baldwin,CGB0637,0,0,0,0,0
979,Chadwick Armand Nunez,CAN0842,0,0,0,0,0
980,Hyatt Trevor Hayes,HTH0007,0,0,0,0,0
981,Bell Jorden Martinez,BJM0111,0,0,0,0,0
982,Meredith Ainsley Wolf,MAW0166,0,0,0,0,0
983,Preston Plato Fischer,PPF0435,0,0,1,0,0
984,Samuel Eden James,SEJ0677,0,0,0,0,0
985,Alden Caesar Velez,ACV0812,0,0,0,0,0
986,Kane Walter Eaton,KWE0082,0,0,0,1,0
987,Edan Ciaran Larson,ECL0930,0,0,0,0,0
988,Randall Hashim Palmer,RHP0484,0,0,0,0,0
989,Brenda Alika Matthews,BAM0636,0,0,1,0,0
990,Dale Dorian Mercado,DDM0579,0,0,0,0,0
991,Ursula Idona Richard,UIR0043,0,0,0,0,0
992,Jaquelyn Cassandra Roberson,JCR0172,0,0,0,0,0
993,Aquila Tanner Ellison,ATE0869,0,0,0,0,0
994,Isadora Blaine Shepherd,IBS0836,0,0,1,0,0
995,Dylan Tiger Terry,DTT0076,0,0,0,0,0
996,Price Rashad Mullen,PRM0740,0,0,0,0,0
997,Florence Gloria Whitney,FGW0853,0,0,0,0,0
998,Judith Shaeleigh Hayden,JSH0330,0,0,0,0,0
999,Ferris Stone Bender,FSB0399,0,0,0,0,0
